Name,Date,Time
1901059,29:06:21,19:49:18
1901059,29:06:21,19:49:19
1901059,29:06:21,19:49:19
1901059,29:06:21,19:49:20
1901059,29:06:21,19:49:20
1901059,29:06:21,19:49:20
1901059,29:06:21,19:49:21
1901059,29:06:21,19:49:21
1901059,29:06:21,19:49:22
1901059,29:06:21,19:49:22
1901059,29:06:21,19:49:23
1901059,29:06:21,19:49:23
1901059,29:06:21,19:49:24
1901059,29:06:21,19:49:25
1901059,29:06:21,19:49:26
1901059,29:06:21,19:49:26
1901059,29:06:21,19:49:26
1901059,29:06:21,19:49:27
1901059,29:06:21,19:49:27
1901059,29:06:21,19:49:28
1901059,29:06:21,19:49:37
1901059,29:06:21,19:49:37
1901059,29:06:21,19:49:37
1901059,29:06:21,19:49:38
1901059,29:06:21,19:49:38
1901059,29:06:21,19:49:40
1901059,29:06:21,19:49:40
1901059,29:06:21,19:49:41
1901059,29:06:21,19:49:41
1901059,29:06:21,19:49:41
1901059,29:06:21,19:49:42
1901059,29:06:21,19:49:42
1901059,29:06:21,19:49:42
1901059,29:06:21,19:49:44
1901059,29:06:21,19:49:44
1901059,29:06:21,19:49:44
1901059,29:06:21,19:49:44
1901059,29:06:21,19:49:45
1901059,29:06:21,19:49:45
1901059,29:06:21,19:49:45
1901059,29:06:21,19:49:46
1901039,29:06:21,19:49:46
1901059,29:06:21,19:49:46
1901059,29:06:21,19:49:46
1901059,29:06:21,19:49:46
1901059,29:06:21,19:49:47
1901039,29:06:21,19:49:47
1901059,29:06:21,19:49:47
Unknown,29:06:21,19:50:20
Unknown,29:06:21,19:50:20
Unknown,29:06:21,19:50:20
Unknown,29:06:21,19:50:23
1901011,29:06:21,19:50:23
Unknown,29:06:21,19:50:23
Unknown,29:06:21,19:50:23
1901037,29:06:21,19:50:23
1901039,29:06:21,19:50:23
Unknown,29:06:21,19:50:23
Unknown,29:06:21,19:50:23
Unknown,29:06:21,19:50:23
1901028,29:06:21,19:50:26
Unknown,29:06:21,19:50:26
1901031,29:06:21,19:50:26
Unknown,29:06:21,19:50:26
1901039,29:06:21,19:50:26
1901050,29:06:21,19:50:26
1901037,29:06:21,19:50:26
Unknown,29:06:21,19:50:26
Unknown,29:06:21,19:50:26
1901056,29:06:21,19:50:26
Unknown,29:06:21,19:50:26
Unknown,29:06:21,19:50:28
Unknown,29:06:21,19:50:28
Unknown,29:06:21,19:50:28
1901039,29:06:21,19:50:28
Unknown,29:06:21,19:50:28
1901050,29:06:21,19:50:30
1901011,29:06:21,19:50:30
1901049,29:06:21,19:50:30
1901039,29:06:21,19:50:30
1901055,29:06:21,19:50:30
Unknown,29:06:21,19:50:30
1901056,29:06:21,19:50:30
Unknown,29:06:21,19:50:30
1901011,29:06:21,19:50:33
1901049,29:06:21,19:50:33
1901050,29:06:21,19:50:33
Unknown,29:06:21,19:50:33
1901055,29:06:21,19:50:33
1901039,29:06:21,19:50:33
1901054,29:06:21,19:50:33
1901056,29:06:21,19:50:33
1901011,29:06:21,19:50:35
1901049,29:06:21,19:50:35
1901050,29:06:21,19:50:35
1901039,29:06:21,19:50:35
Unknown,29:06:21,19:50:35
1901055,29:06:21,19:50:35
1901056,29:06:21,19:50:35
Unknown,29:06:21,19:50:35
1901049,29:06:21,19:50:37
1901011,29:06:21,19:50:37
1901050,29:06:21,19:50:37
Unknown,29:06:21,19:50:37
1901055,29:06:21,19:50:37
1901039,29:06:21,19:50:37
Unknown,29:06:21,19:50:37
1901056,29:06:21,19:50:37
1901049,29:06:21,19:50:40
1901050,29:06:21,19:50:40
Unknown,29:06:21,19:50:40
1901039,29:06:21,19:50:40
1901011,29:06:21,19:50:40
1901055,29:06:21,19:50:40
1901056,29:06:21,19:50:40
1901054,29:06:21,19:50:40
1901031,29:06:21,19:50:43
1901049,29:06:21,19:50:43
1901050,29:06:21,19:50:43
Unknown,29:06:21,19:50:43
1901039,29:06:21,19:50:43
1901055,29:06:21,19:50:43
1901056,29:06:21,19:50:43
Unknown,29:06:21,19:50:43
Unknown,29:06:21,19:50:43
1901049,29:06:21,19:50:45
1901031,29:06:21,19:50:45
1901039,29:06:21,19:50:45
1901050,29:06:21,19:50:45
Unknown,29:06:21,19:50:45
1901056,29:06:21,19:50:45
1901054,29:06:21,19:50:45
1901055,29:06:21,19:50:45
Unknown,29:06:21,19:50:45
1901031,29:06:21,19:50:48
Unknown,29:06:21,19:50:48
1901050,29:06:21,19:50:48
Unknown,29:06:21,19:50:48
1901039,29:06:21,19:50:48
Unknown,29:06:21,19:50:48
Unknown,29:06:21,19:50:48
Unknown,29:06:21,19:50:48
1901031,29:06:21,19:50:50
1901049,29:06:21,19:50:50
1901039,29:06:21,19:50:50
Unknown,29:06:21,19:50:50
1901050,29:06:21,19:50:50
Unknown,29:06:21,19:50:50
1901056,29:06:21,19:50:50
1901031,29:06:21,19:50:52
1901050,29:06:21,19:50:52
1901049,29:06:21,19:50:52
Unknown,29:06:21,19:50:52
1901039,29:06:21,19:50:52
Unknown,29:06:21,19:50:52
1901056,29:06:21,19:50:52
1901054,29:06:21,19:50:52
1901049,29:06:21,19:50:55
1901031,29:06:21,19:50:55
Unknown,29:06:21,19:50:55
1901050,29:06:21,19:50:55
1901056,29:06:21,19:50:55
1901039,29:06:21,19:50:55
Unknown,29:06:21,19:50:55
Unknown,29:06:21,19:50:55
1901031,29:06:21,19:50:57
Unknown,29:06:21,19:50:57
1901049,29:06:21,19:50:57
1901050,29:06:21,19:50:57
Unknown,29:06:21,19:50:57
1901039,29:06:21,19:50:57
1901056,29:06:21,19:50:57
Unknown,29:06:21,19:50:57
1901031,29:06:21,19:51:00
1901049,29:06:21,19:51:00
1901039,29:06:21,19:51:00
1901050,29:06:21,19:51:00
Unknown,29:06:21,19:51:00
1901056,29:06:21,19:51:00
Unknown,29:06:21,19:51:00
Unknown,29:06:21,19:51:00
1901031,29:06:21,19:51:02
Unknown,29:06:21,19:51:02
1901049,29:06:21,19:51:02
1901050,29:06:21,19:51:02
1901039,29:06:21,19:51:02
1901056,29:06:21,19:51:02
Unknown,29:06:21,19:51:02
Unknown,29:06:21,19:51:02
1901031,29:06:21,19:51:04
1901050,29:06:21,19:51:04
1901049,29:06:21,19:51:04
1901039,29:06:21,19:51:04
Unknown,29:06:21,19:51:04
Unknown,29:06:21,19:51:04
1901056,29:06:21,19:51:04
Unknown,29:06:21,19:51:04
1901031,29:06:21,19:51:07
1901049,29:06:21,19:51:07
1901039,29:06:21,19:51:07
Unknown,29:06:21,19:51:07
1901050,29:06:21,19:51:07
1901056,29:06:21,19:51:07
Unknown,29:06:21,19:51:07
Unknown,29:06:21,19:51:07
1901031,29:06:21,19:51:09
1901049,29:06:21,19:51:09
Unknown,29:06:21,19:51:09
1901050,29:06:21,19:51:09
1901039,29:06:21,19:51:09
Unknown,29:06:21,19:51:09
1901056,29:06:21,19:51:09
Unknown,29:06:21,19:51:09
1901049,29:06:21,19:51:12
1901031,29:06:21,19:51:12
Unknown,29:06:21,19:51:12
Unknown,29:06:21,19:51:12
1901039,29:06:21,19:51:12
1901050,29:06:21,19:51:12
1901056,29:06:21,19:51:12
Unknown,29:06:21,19:51:12
1901049,29:06:21,19:51:14
1901031,29:06:21,19:51:14
Unknown,29:06:21,19:51:14
1901039,29:06:21,19:51:14
1901050,29:06:21,19:51:14
1901056,29:06:21,19:51:14
Unknown,29:06:21,19:51:14
Unknown,29:06:21,19:51:14
1901031,29:06:21,19:51:17
1901050,29:06:21,19:51:17
Unknown,29:06:21,19:51:17
Unknown,29:06:21,19:51:17
Unknown,29:06:21,19:51:17
1901039,29:06:21,19:51:17
Unknown,29:06:21,19:51:17
Unknown,29:06:21,19:51:17
Unknown,29:06:21,19:51:19
Unknown,29:06:21,19:51:19
1901039,29:06:21,19:51:19
Unknown,29:06:21,19:51:19
Unknown,29:06:21,19:51:19
Unknown,29:06:21,19:51:21
Unknown,29:06:21,19:51:21
Unknown,29:06:21,19:51:21
Unknown,29:06:21,19:51:21
Unknown,29:06:21,19:51:21
Unknown,29:06:21,19:51:23
Unknown,29:06:21,19:51:23
Unknown,29:06:21,19:51:23
1901039,29:06:21,19:51:23
Unknown,29:06:21,19:51:23
Unknown,29:06:21,19:51:23
Unknown,29:06:21,19:51:23
1901031,29:06:21,19:51:26
1901049,29:06:21,19:51:26
1901050,29:06:21,19:51:26
Unknown,29:06:21,19:51:26
1901039,29:06:21,19:51:26
1901056,29:06:21,19:51:26
Unknown,29:06:21,19:51:26
Unknown,29:06:21,19:51:26
1901055,29:06:21,19:51:26
Unknown,29:06:21,19:51:28
Unknown,29:06:21,19:51:28
Unknown,29:06:21,19:51:28
Unknown,29:06:21,19:51:28
Unknown,29:06:21,19:51:28
Unknown,29:06:21,19:51:28
Unknown,29:06:21,19:51:28
Unknown,29:06:21,19:51:30
Unknown,29:06:21,19:51:30
1901039,29:06:21,19:51:30
Unknown,29:06:21,19:51:30
1901050,29:06:21,19:51:30
Unknown,29:06:21,19:51:30
1901056,29:06:21,19:51:30
Unknown,29:06:21,19:51:30
Unknown,29:06:21,19:51:32
Unknown,29:06:21,19:51:32
Unknown,29:06:21,19:51:32
Unknown,29:06:21,19:51:32
Unknown,29:06:21,19:51:32
Unknown,29:06:21,19:51:33
Unknown,29:06:21,19:51:34
Unknown,29:06:21,19:51:34
Unknown,29:06:21,19:51:34
Unknown,29:06:21,19:51:35
Unknown,29:06:21,19:51:35
Unknown,29:06:21,19:51:35
Unknown,29:06:21,19:51:35
Unknown,29:06:21,19:51:36
Unknown,29:06:21,19:51:36
Unknown,29:06:21,19:51:47
Unknown,29:06:21,19:51:47
Unknown,29:06:21,19:51:47
1901049,29:06:21,19:51:48
Unknown,29:06:21,19:51:48
Unknown,29:06:21,19:51:48
Unknown,29:06:21,19:51:48
Unknown,29:06:21,19:51:49
Unknown,29:06:21,19:51:49
Unknown,29:06:21,19:51:49
Unknown,29:06:21,19:51:49
1901049,29:06:21,19:51:50
1901037,29:06:21,19:51:50
Unknown,29:06:21,19:51:50
Unknown,29:06:21,19:51:50
1901049,29:06:21,19:51:52
Unknown,29:06:21,19:51:52
1901037,29:06:21,19:51:52
Unknown,29:06:21,19:51:52
1901049,29:06:21,19:51:53
1901037,29:06:21,19:51:53
Unknown,29:06:21,19:51:53
Unknown,29:06:21,19:51:53
Unknown,29:06:21,19:51:55
1901049,29:06:21,19:51:55
1901029,29:06:21,19:51:55
1901037,29:06:21,19:51:55
1901060,29:06:21,19:51:55
Unknown,29:06:21,19:51:56
Unknown,29:06:21,19:51:56
Unknown,29:06:21,19:51:56
1901060,29:06:21,19:51:57
1901037,29:06:21,19:51:57
Unknown,29:06:21,19:51:57
1901060,29:06:21,19:51:58
1901037,29:06:21,19:51:58
1901029,29:06:21,19:51:58
1901060,29:06:21,19:51:59
1901029,29:06:21,19:51:59
1901037,29:06:21,19:51:59
1901060,29:06:21,19:52:00
1901029,29:06:21,19:52:00
1901037,29:06:21,19:52:00
1901060,29:06:21,19:52:01
1901037,29:06:21,19:52:01
1901029,29:06:21,19:52:01
1901060,29:06:21,19:52:02
Unknown,29:06:21,19:52:02
1901037,29:06:21,19:52:02
1901060,29:06:21,19:52:03
1901037,29:06:21,19:52:03
1901029,29:06:21,19:52:03
1901060,29:06:21,19:52:04
1901037,29:06:21,19:52:04
1901029,29:06:21,19:52:04
1901060,29:06:21,19:52:05
1901037,29:06:21,19:52:05
1901029,29:06:21,19:52:05
Unknown,29:06:21,19:52:05
Unknown,29:06:21,19:52:05
Unknown,29:06:21,19:52:07
Unknown,29:06:21,19:52:07
Unknown,29:06:21,19:52:07
Unknown,29:06:21,19:52:07
Unknown,29:06:21,19:52:07
Unknown,29:06:21,19:52:08
1901049,29:06:21,19:52:08
Unknown,29:06:21,19:52:08
1901053,29:06:21,19:52:09
1901049,29:06:21,19:52:09
1901055,29:06:21,19:52:09
Unknown,29:06:21,19:52:10
1901049,29:06:21,19:52:10
1901055,29:06:21,19:52:10
1901053,29:06:21,19:52:11
1901049,29:06:21,19:52:11
1901055,29:06:21,19:52:11
Unknown,29:06:21,19:52:11
Unknown,29:06:21,19:52:13
1901049,29:06:21,19:52:13
1901055,29:06:21,19:52:13
Unknown,29:06:21,19:52:13
1901053,29:06:21,19:52:14
1901049,29:06:21,19:52:14
1901055,29:06:21,19:52:14
Unknown,29:06:21,19:52:14
1901049,29:06:21,19:52:15
Unknown,29:06:21,19:52:15
Unknown,29:06:21,19:52:15
